CVTA_ID,SampleDateTime,ForkLength,LAD_Race,Genetic_Assignment,Prob_Assignment,Spring_Pop_Assignment,Facility,Date_Assigned
C250928CVP,2025-05-23 23:59,88,Fall,Fall,0.555,NA,CVP,2025-06-05
C250932CVP,2025-05-24 14:00,83,Fall,Fall,0.994,NA,CVP,2025-06-05
C250931CVP,2025-05-24 14:00,80,Fall,Fall,0.939,NA,CVP,2025-06-05
C250935CVP,2025-05-24 14:00,82,Fall,Fall,0.911,NA,CVP,2025-06-05
C250933CVP,2025-05-24 14:00,87,Fall,Fall,0.749,NA,CVP,2025-06-05
C250930CVP,2025-05-24 14:00,82,Fall,Fall,0.604,NA,CVP,2025-06-05
C250934CVP,2025-05-24 14:00,93,Fall,Fall,0.414,NA,CVP,2025-06-05
C250936CVP,2025-05-24 16:00,94,Fall,Fall,0.847,NA,CVP,2025-06-05
C250937CVP,2025-05-24 16:00,88,Fall,Fall,0.706,NA,CVP,2025-06-05
C250938CVP,2025-05-24 18:00,87,Fall,Fall,0.946,NA,CVP,2025-06-05
C250939CVP,2025-05-24 20:00,85,Fall,Fall,0.938,NA,CVP,2025-06-05
C250942CVP,2025-05-24 22:00,84,Fall,Fall,0.963,NA,CVP,2025-06-05
C250940CVP,2025-05-24 22:00,86,Fall,Fall,0.873,NA,CVP,2025-06-05
C250941CVP,2025-05-24 22:00,99,Fall,Fall,0.74,NA,CVP,2025-06-05
C250943CVP,2025-05-25 02:00,89,Fall,Fall,0.963,NA,CVP,2025-06-05
C250945CVP,2025-05-25 14:00,89,Fall,Fall,0.793,NA,CVP,2025-06-05
C250944CVP,2025-05-25 14:00,88,Fall,Fall,0.591,NA,CVP,2025-06-05
C250946CVP,2025-05-25 16:00,86,Fall,Fall,0.955,NA,CVP,2025-06-05
C250950CVP,2025-05-25 16:00,87,Fall,Fall,0.866,NA,CVP,2025-06-05
C250947CVP,2025-05-25 16:00,92,Fall,Fall,0.85,NA,CVP,2025-06-05
C250949CVP,2025-05-25 16:00,81,Fall,Fall,0.533,NA,CVP,2025-06-05
C250948CVP,2025-05-25 16:00,82,Fall,Fall,0.479,NA,CVP,2025-06-05
C250951CVP,2025-05-25 22:00,91,Fall,Fall,0.565,NA,CVP,2025-06-05
C250952CVP,2025-05-25 23:59,90,Fall,Fall,0.977,NA,CVP,2025-06-05
C250956CVP,2025-05-25 23:59,82,Fall,Fall,0.809,NA,CVP,2025-06-05
C250955CVP,2025-05-25 23:59,80,Fall,Fall,0.768,NA,CVP,2025-06-05
C250953CVP,2025-05-25 23:59,93,Fall,Fall,0.661,NA,CVP,2025-06-05
C250954CVP,2025-05-25 23:59,93,Fall,Fall,0.549,NA,CVP,2025-06-05
C250958CVP,2025-05-26 02:00,94,Fall,Fall,1,NA,CVP,2025-06-05
C250965CVP,2025-05-26 02:00,101,Fall,Fall,0.993,NA,CVP,2025-06-05
C250960CVP,2025-05-26 02:00,96,Fall,Fall,0.99,NA,CVP,2025-06-05
C250961CVP,2025-05-26 02:00,93,Fall,Fall,0.984,NA,CVP,2025-06-05
C250963CVP,2025-05-26 02:00,84,Fall,Fall,0.952,NA,CVP,2025-06-05
C250964CVP,2025-05-26 02:00,86,Fall,Fall,0.802,NA,CVP,2025-06-05
C250962CVP,2025-05-26 02:00,90,Fall,Fall,0.783,NA,CVP,2025-06-05
C250959CVP,2025-05-26 02:00,97,Fall,Fall,0.729,NA,CVP,2025-06-05
C250967CVP,2025-05-26 04:00,90,Fall,Fall,0.999,NA,CVP,2025-06-05
C250966CVP,2025-05-26 04:00,97,Fall,Fall,0.968,NA,CVP,2025-06-05
C250976CVP,2025-05-26 16:00,79,Fall,Fall,0.996,NA,CVP,2025-06-05
C250975CVP,2025-05-26 16:00,83,Fall,Fall,0.995,NA,CVP,2025-06-05
C250973CVP,2025-05-26 16:00,86,Fall,Fall,0.988,NA,CVP,2025-06-05
C250968CVP,2025-05-26 16:00,89,Fall,Fall,0.872,NA,CVP,2025-06-05
C250971CVP,2025-05-26 16:00,87,Fall,Fall,0.838,NA,CVP,2025-06-05
C250974CVP,2025-05-26 16:00,88,Fall,Fall,0.824,NA,CVP,2025-06-05
C250977CVP,2025-05-26 16:00,82,Fall,Fall,0.801,NA,CVP,2025-06-05
C250970CVP,2025-05-26 16:00,89,Fall,Fall,0.747,NA,CVP,2025-06-05
C250972CVP,2025-05-26 16:00,88,Fall,Fall,0.552,NA,CVP,2025-06-05
C250969CVP,2025-05-26 16:00,86,Fall,Fall,0.435,NA,CVP,2025-06-05
C250979CVP,2025-05-26 18:00,90,Fall,Fall,0.984,NA,CVP,2025-06-05
C250987CVP,2025-05-26 18:00,86,Fall,Fall,0.979,NA,CVP,2025-06-05
C250982CVP,2025-05-26 18:00,92,Fall,Fall,0.953,NA,CVP,2025-06-05
C250985CVP,2025-05-26 18:00,87,Fall,Fall,0.937,NA,CVP,2025-06-05
C250980CVP,2025-05-26 18:00,80,Fall,Fall,0.919,NA,CVP,2025-06-05
C250984CVP,2025-05-26 18:00,101,Fall,Fall,0.873,NA,CVP,2025-06-05
C250978CVP,2025-05-26 18:00,79,Fall,Fall,0.705,NA,CVP,2025-06-05
C250981CVP,2025-05-26 18:00,79,Fall,Fall,0.579,NA,CVP,2025-06-05
C250983CVP,2025-05-26 18:00,84,Fall,Fall,0.551,NA,CVP,2025-06-05
C250986CVP,2025-05-26 18:00,86,Fall,Fall,0.521,NA,CVP,2025-06-05
C250988CVP,2025-05-26 20:00,84,Fall,Fall,0.878,NA,CVP,2025-06-05
C250989CVP,2025-05-26 22:00,81,Fall,Fall,0.998,NA,CVP,2025-06-05
C250990CVP,2025-05-26 22:00,82,Fall,Fall,0.952,NA,CVP,2025-06-05
C250991CVP,2025-05-26 23:59,95,Fall,Fall,0.887,NA,CVP,2025-06-05
C250992CVP,2025-05-26 23:59,94,Fall,Fall,0.747,NA,CVP,2025-06-05
C251002CVP,2025-05-27 02:00,82,Fall,Fall,0.998,NA,CVP,2025-06-05
C250994CVP,2025-05-27 02:00,81,Fall,Fall,0.987,NA,CVP,2025-06-05
C251000CVP,2025-05-27 02:00,88,Fall,Fall,0.971,NA,CVP,2025-06-05
C251001CVP,2025-05-27 02:00,79,Fall,Fall,0.967,NA,CVP,2025-06-05
C250995CVP,2025-05-27 02:00,93,Fall,Fall,0.935,NA,CVP,2025-06-05
C250996CVP,2025-05-27 02:00,93,Fall,Fall,0.846,NA,CVP,2025-06-05
C250999CVP,2025-05-27 02:00,107,Spring,Fall,0.845,NA,CVP,2025-06-05
C250998CVP,2025-05-27 02:00,90,Fall,Fall,0.794,NA,CVP,2025-06-05
C250993CVP,2025-05-27 02:00,87,Fall,Fall,0.528,NA,CVP,2025-06-05
C250997CVP,2025-05-27 02:00,82,Fall,Fall,0.509,NA,CVP,2025-06-05
C251003CVP,2025-05-27 04:00,93,Fall,Fall,0.974,NA,CVP,2025-06-05
C251004CVP,2025-05-27 04:00,82,Fall,Fall,0.726,NA,CVP,2025-06-05
C251005CVP,2025-05-27 14:00,79,Fall,Fall,0.942,NA,CVP,2025-07-01
C251007CVP,2025-05-27 18:00,88,Fall,Fall,0.944,NA,CVP,2025-07-01
C251009CVP,2025-05-27 18:00,96,Fall,Fall,0.942,NA,CVP,2025-07-01
C251006CVP,2025-05-27 18:00,90,Fall,Fall,0.542,NA,CVP,2025-07-01
C251008CVP,2025-05-27 18:00,83,Fall,Fall,0.745,NA,CVP,2025-07-28
C251016CVP,2025-05-27 20:00,87,Fall,Fall,1,NA,CVP,2025-07-01
C251012CVP,2025-05-27 20:00,97,Fall,Fall,0.972,NA,CVP,2025-07-01
C251010CVP,2025-05-27 20:00,83,Fall,Fall,0.956,NA,CVP,2025-07-01
C251013CVP,2025-05-27 20:00,76,Fall,Fall,0.924,NA,CVP,2025-07-01
C251011CVP,2025-05-27 20:00,86,Fall,Fall,0.913,NA,CVP,2025-07-01
C251017CVP,2025-05-27 20:00,99,Fall,Fall,0.898,NA,CVP,2025-07-01
C251015CVP,2025-05-27 20:00,84,Fall,Fall,0.776,NA,CVP,2025-07-01
C251018CVP,2025-05-27 20:00,93,Fall,Fall,0.724,NA,CVP,2025-07-01
C251014CVP,2025-05-27 20:00,90,Fall,Fall,0.457,NA,CVP,2025-07-01
C251021CVP,2025-05-27 22:00,82,Fall,Fall,1,NA,CVP,2025-07-01
C251022CVP,2025-05-27 22:00,91,Fall,Fall,0.978,NA,CVP,2025-07-01
C251019CVP,2025-05-27 22:00,87,Fall,Fall,0.566,NA,CVP,2025-07-01
C251023CVP,2025-05-28 02:00,88,Fall,Fall,0.826,NA,CVP,2025-07-01
C251024CVP,2025-05-28 02:00,93,Fall,Fall,0.75,NA,CVP,2025-07-01
C251025CVP,2025-05-28 04:00,87,Fall,Fall,0.809,NA,CVP,2025-07-01
C251027CVP,2025-05-28 06:00,88,Fall,Fall,0.839,NA,CVP,2025-07-01
C251028CVP,2025-05-28 06:00,86,Fall,Fall,0.818,NA,CVP,2025-07-01
C251026CVP,2025-05-28 06:00,85,Fall,Fall,0.545,NA,CVP,2025-07-01
C251029CVP,2025-05-28 14:00,84,Fall,Fall,0.873,NA,CVP,2025-07-01
C251030CVP,2025-05-28 16:00,84,Fall,Fall,0.77,NA,CVP,2025-07-01
C251031CVP,2025-05-28 16:00,89,Fall,Fall,0.654,NA,CVP,2025-07-01
C251035CVP,2025-05-28 18:00,80,Fall,Fall,0.99,NA,CVP,2025-07-01
C251034CVP,2025-05-28 18:00,97,Fall,Fall,0.986,NA,CVP,2025-07-01
C251036CVP,2025-05-28 18:00,82,Fall,Fall,0.873,NA,CVP,2025-07-01
C251037CVP,2025-05-28 18:00,84,Fall,Fall,0.824,NA,CVP,2025-07-01
C251033CVP,2025-05-28 18:00,89,Fall,Fall,0.528,NA,CVP,2025-07-01
C251032CVP,2025-05-28 18:00,84,Fall,Fall,0.472,NA,CVP,2025-07-01
C251038CVP,2025-05-28 20:00,83,Fall,Fall,0.475,NA,CVP,2025-07-01
C251039CVP,2025-05-29 02:00,87,Fall,Fall,0.696,NA,CVP,2025-07-01
C251042CVP,2025-05-29 04:00,83,Fall,Fall,0.943,NA,CVP,2025-07-01
C251041CVP,2025-05-29 04:00,96,Fall,Fall,0.925,NA,CVP,2025-07-01
C251044CVP,2025-05-29 04:00,81,Fall,Fall,0.886,NA,CVP,2025-07-01
C251043CVP,2025-05-29 04:00,80,Fall,Fall,0.86,NA,CVP,2025-07-01
C251040CVP,2025-05-29 04:00,85,Fall,Fall,0.671,NA,CVP,2025-07-01
C251046CVP,2025-05-29 04:00,92,Fall,Fall,0.5,NA,CVP,2025-07-01
C251045CVP,2025-05-29 04:00,91,Fall,Fall,0.439,NA,CVP,2025-07-28
C251047CVP,2025-05-29 20:00,82,Fall,Fall,0.98,NA,CVP,2025-07-01
C251051CVP,2025-05-29 20:00,87,Fall,Fall,0.874,NA,CVP,2025-07-01
C251048CVP,2025-05-29 20:00,92,Fall,Fall,0.677,NA,CVP,2025-07-01
C251049CVP,2025-05-29 20:00,84,Fall,Fall,0.477,NA,CVP,2025-07-01
C251052CVP,2025-05-29 20:00,79,Fall,Fall,0.889,NA,CVP,2025-07-16
C251056CVP,2025-05-29 22:00,94,Fall,Fall,0.991,NA,CVP,2025-07-01
C251055CVP,2025-05-29 22:00,94,Fall,Fall,0.98,NA,CVP,2025-07-01
C251053CVP,2025-05-29 22:00,80,Fall,Fall,0.87,NA,CVP,2025-07-01
C251054CVP,2025-05-29 22:00,83,Fall,Fall,0.567,NA,CVP,2025-07-01
C251059CVP,2025-05-30 04:00,90,Fall,Fall,0.997,NA,CVP,2025-07-01
C251058CVP,2025-05-30 04:00,97,Fall,Fall,0.992,NA,CVP,2025-07-01
C251057CVP,2025-05-30 04:00,90,Fall,Fall,0.848,NA,CVP,2025-07-01
C251060CVP,2025-05-30 06:00,96,Fall,Fall,0.577,NA,CVP,2025-07-01
C251061CVP,2025-05-30 12:00,90,Fall,Fall,0.969,NA,CVP,2025-07-01
C251063CVP,2025-05-30 20:00,91,Fall,Fall,0.982,NA,CVP,2025-07-01
C251062CVP,2025-05-30 20:00,93,Fall,Fall,0.531,NA,CVP,2025-07-01
C251064CVP,2025-05-30 20:00,86,Fall,Fall,0.529,NA,CVP,2025-07-01
C251069CVP,2025-05-30 22:00,90,Fall,Fall,0.993,NA,CVP,2025-07-01
C251068CVP,2025-05-30 22:00,84,Fall,Fall,0.98,NA,CVP,2025-07-01
C251067CVP,2025-05-30 22:00,90,Fall,Fall,0.95,NA,CVP,2025-07-01
C251066CVP,2025-05-30 22:00,86,Fall,Fall,0.756,NA,CVP,2025-07-01
C251065CVP,2025-05-30 22:00,94,Fall,Fall,0.544,NA,CVP,2025-07-01
C251071CVP,2025-05-31 14:00,88,Fall,Fall,0.646,NA,CVP,2025-07-01
C251073CVP,2025-05-31 20:00,88,Fall,Fall,0.991,NA,CVP,2025-07-01
C251072CVP,2025-05-31 20:00,97,Fall,Fall,0.86,NA,CVP,2025-07-01
C251076CVP,2025-05-31 20:00,93,Fall,Fall,0.695,NA,CVP,2025-07-01
C251075CVP,2025-05-31 20:00,95,Fall,Fall,0.652,NA,CVP,2025-07-01
C251074CVP,2025-05-31 20:00,82,Fall,Fall,0.403,NA,CVP,2025-07-01
C251078CVP,2025-05-31 22:00,89,Fall,Fall,0.997,NA,CVP,2025-07-01
C251080CVP,2025-05-31 22:00,103,Fall,Fall,0.996,NA,CVP,2025-07-01
C251079CVP,2025-05-31 22:00,93,Fall,Fall,0.926,NA,CVP,2025-07-01
C251077CVP,2025-05-31 22:00,93,Fall,Late Fall,0.692,NA,CVP,2025-07-01
C251070CVP,2025-05-31 23:59,83,Fall,Fall,0.849,NA,CVP,2025-07-01
C251081CVP,2025-06-01 02:00,91,Fall,Fall,0.64,NA,CVP,2025-07-01
C251082CVP,2025-06-01 14:00,97,Fall,Fall,0.912,NA,CVP,2025-07-01
C251084CVP,2025-06-01 16:00,103,Fall,Fall,0.992,NA,CVP,2025-07-01
C251083CVP,2025-06-01 16:00,92,Fall,Fall,0.564,NA,CVP,2025-07-01
C251085CVP,2025-06-01 20:00,86,Fall,Fall,0.938,NA,CVP,2025-07-01
C251087CVP,2025-06-01 22:00,92,Fall,Fall,0.72,NA,CVP,2025-07-01
C251086CVP,2025-06-01 22:00,88,Fall,Fall,0.578,NA,CVP,2025-07-01
C251088CVP,2025-06-02 10:00,87,Fall,Fall,0.909,NA,CVP,2025-07-01
C251090CVP,2025-06-03 10:00,95,Fall,Fall,0.859,NA,CVP,2025-07-16
C251089CVP,2025-06-03 10:00,90,Fall,Fall,0.705,NA,CVP,2025-07-16
C251092CVP,2025-06-03 10:00,87,Fall,Fall,0.678,NA,CVP,2025-07-16
C251091CVP,2025-06-03 10:00,94,Fall,Fall,0.642,NA,CVP,2025-07-16
C251093CVP,2025-06-03 20:00,85,Fall,Fall,0.848,NA,CVP,2025-07-28
C251094CVP,2025-06-03 20:00,81,Fall,Fall,0.447,NA,CVP,2025-07-28
C251099CVP,2025-06-03 23:59,94,Fall,Fall,0.999,NA,CVP,2025-07-16
C251096CVP,2025-06-03 23:59,95,Fall,Fall,0.932,NA,CVP,2025-07-16
C251097CVP,2025-06-03 23:59,93,Fall,Fall,0.825,NA,CVP,2025-07-16
C251098CVP,2025-06-03 23:59,87,Fall,Fall,0.824,NA,CVP,2025-07-16
C251100CVP,2025-06-03 23:59,90,Fall,Fall,0.667,NA,CVP,2025-07-16
C251095CVPb,2025-06-03 23:59,93,Fall,Fall,0.565,NA,CVP,2025-07-16
C251095CVPa,2025-06-03 23:59,93,Fall,Fall,0.511,NA,CVP,2025-07-16
C251101CVP,2025-06-04 20:00,90,Fall,Fall,0.757,NA,CVP,2025-07-16
C251102CVP,2025-06-04 23:59,78,Fall,Fall,0.865,NA,CVP,2025-07-16
C251103CVP,2025-06-04 23:59,88,Fall,Fall,0.844,NA,CVP,2025-07-16
C251104CVP,2025-06-05 12:00,95,Fall,Fall,0.916,NA,CVP,2025-07-16
C251105CVP,2025-06-05 12:00,89,Fall,Fall,0.834,NA,CVP,2025-07-16
C251106CVP,2025-06-05 23:59,98,Fall,Fall,0.701,NA,CVP,2025-07-16
C251108CVP,2025-06-06 23:59,82,Fall,Fall,0.856,NA,CVP,2025-07-16
C251107CVP,2025-06-06 23:59,92,Fall,Fall,0.782,NA,CVP,2025-07-16
C251109CVP,2025-06-07 18:00,79,Fall,Fall,0.956,NA,CVP,2025-07-16
C251110CVP,2025-06-08 23:59,90,Fall,Fall,0.765,NA,CVP,2025-07-16
C251111CVP,2025-06-09 18:00,77,Fall,Fall,0.954,NA,CVP,2025-07-16
C251112CVP,2025-06-10 16:00,87,Fall,Fall,0.849,NA,CVP,2025-07-16
C251113CVP,2025-06-13 04:00,98,Fall,Fall,0.948,NA,CVP,2025-07-16
C251114CVP,2025-06-13 14:00,115,Fall,Fall,0.641,NA,CVP,2025-07-16
C251115CVP,2025-06-13 18:00,93,Fall,Fall,0.914,NA,CVP,2025-07-16
C251116CVP,2025-06-14 04:00,82,Fall,Fall,0.509,NA,CVP,2025-07-16
C251117CVP,2025-06-15 14:00,90,Fall,Fall,0.944,NA,CVP,2025-07-16
C251118CVP,2025-06-16 06:00,93,Fall,Fall,0.504,NA,CVP,2025-07-16
C251119CVP,2025-06-17 06:00,85,Fall,Fall,0.837,NA,CVP,2025-07-16
C251120CVP,2025-06-21 12:00,103,Fall,Fall,0.961,NA,CVP,2025-07-16
C251121CVP,2025-06-21 22:00,80,Fall,Fall,0.725,NA,CVP,2025-07-16
C251122CVP,2025-06-23 16:00,92,Fall,Fall,0.547,NA,CVP,2025-07-16
